id,text,label
1495,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
1496,พวกหน้าโง่ ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1497,ไอ้พวกขยะสังคม ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
1498,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
1499,การเรียนรู้ภาษาไทย รบกวนสอบถามหน่อยค่ะ,neutral
1500,พวกเพศทางเลือก มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1501,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
1502,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
1503,พวกหน้าโง่ มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1504,หนังเรื่องนี้ ดีมากเลยครับ,neutral
1505,ออกกำลังกาย มีความสุขมากๆ นะ,neutral
1506,พวกหน้าโง่ ไม่มีความเป็นคน บนโลกใบนี้,hate
1507,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
1508,ออกกำลังกาย รบกวนสอบถามหน่อยค่ะ,neutral
1509,ไอ้สารเลว แต่งตัวอุบาทว์ นะมึง,offensive
1510,หน้าด้าน สันดานเสีย จริงๆ,offensive
1511,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
1512,มึงมันโง่ วันๆ ดีแต่ปาก ว่ะ,offensive
1513,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน จริงๆ,offensive
1514,คนเห็นต่าง ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
1515,หนังเรื่องนี้ ขอบคุณสำหรับข้อมูล,neutral
1516,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
1517,พวกเพศทางเลือก ต้องถูกกำจัด ไปตายซะให้หมด,hate
1518,ไปไกลๆ ตีน ทำตัวน่าสมเพช !!!,offensive
1519,โคตรห่วยแตก ทำตัวน่าสมเพช นะมึง,offensive
1520,ไอ้สารเลว แต่งตัวอุบาทว์ ว่ะ,offensive
1521,ปลูกต้นไม้ ขอบคุณสำหรับข้อมูล,neutral
1522,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
1523,วันนี้ไปกินข้าว มีความสุขมากๆ นะ,neutral
1524,กระจอก พูดอะไรไม่รู้เรื่อง !!!,offensive
1525,หน้าด้าน วันๆ ดีแต่ปาก จริงๆ,offensive
1526,พวกต่างด้าว ไล่ออกไปให้หมด ในสังคมไทย,hate
1527,พวกต่างด้าว ไล่ออกไปให้หมด ในประเทศเรา,hate
1528,พวกเพศทางเลือก มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
1529,พวกหน้าโง่ ต้องถูกกำจัด ในสังคมไทย,hate
1530,พวกไร้การศึกษา ไล่ออกไปให้หมด ในสังคมไทย,hate
1531,อย่ามาเสือก ทำตัวน่าสมเพช จริงๆ,offensive
1532,ไอ้พวกขยะสังคม ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1533,ปัญญาอ่อน ทำตัวน่าสมเพช ว่ะ,offensive
1534,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
1535,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
1536,น่ารำคาญฉิบหาย สันดานเสีย ว่ะ,offensive
1537,พวกหน้าโง่ ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
1538,พวกเพศทางเลือก มันคือเชื้อชั่ว บนโลกใบนี้,hate
1539,ไอ้สารเลว วันๆ ดีแต่ปาก นะมึง,offensive
1540,พวกหน้าโง่ ไม่มีความเป็นคน ในสังคมไทย,hate
1541,หน้าส้นตีน สันดานเสีย นะมึง,offensive
1542,คนเห็นต่าง มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1543,กระจอก แต่งตัวอุบาทว์ ว่ะ,offensive
1544,พวกไร้การศึกษา ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
1545,หน้าส้นตีน ทำตัวน่าสมเพช นะมึง,offensive
1546,กลุ่มการเมือง ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
1547,อย่ามาเสือก ขับรถหมาไม่รับทาน นะมึง,offensive
1548,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
1549,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
1550,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง !!!,offensive
1551,ไอ้พวกขยะสังคม ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
1552,ไปไกลๆ ตีน ทำตัวน่าสมเพช !!!,offensive
1553,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
1554,คนเห็นต่าง ไม่ควรมีสิทธิในประเทศนี้ บนโลกใบนี้,hate
1555,กระจอก ทำตัวน่าสมเพช จริงๆ,offensive
1556,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
1557,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
1558,ไปไกลๆ ตีน วันๆ ดีแต่ปาก นะมึง,offensive
1559,อีปลวก แต่งตัวอุบาทว์ นะมึง,offensive
1560,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
1561,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
1562,ปลูกต้นไม้ สู้ๆ นะครับทุกคน,neutral
1563,น่ารำคาญฉิบหาย สันดานเสีย นะมึง,offensive
1564,ไอ้สัด แต่งตัวอุบาทว์ !!!,offensive
1565,น่ารำคาญฉิบหาย ทำตัวน่าสมเพช ว่ะ,offensive
1566,หน้าส้นตีน ขับรถหมาไม่รับทาน นะมึง,offensive
1567,หน้าส้นตีน สันดานเสีย ว่ะ,offensive
1568,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
1569,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
1570,พวกต่างด้าว ไม่มีความเป็นคน ไปตายซะให้หมด,hate
1571,กลุ่มการเมือง ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1572,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
1573,ไปไกลๆ ตีน ทำตัวน่าสมเพช ว่ะ,offensive
1574,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
1575,อย่ามาเสือก วันๆ ดีแต่ปาก ว่ะ,offensive
1576,พวกเพศทางเลือก ตัวถ่วงความเจริญ ในสังคมไทย,hate
1577,ปัญญาอ่อน ขับรถหมาไม่รับทาน จริงๆ,offensive
1578,อีปลวก พูดอะไรไม่รู้เรื่อง !!!,offensive
1579,การทำงานวันจันทร์ ขอบคุณสำหรับข้อมูล,neutral
1580,กลุ่มการเมือง ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1581,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
1582,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ไปตายซะให้หมด,hate
1583,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน นะมึง,offensive
1584,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
1585,ปัญญาอ่อน แต่งตัวอุบาทว์ จริงๆ,offensive
1586,หน้าด้าน ขับรถหมาไม่รับทาน !!!,offensive
1587,หน้าด้าน สันดานเสีย !!!,offensive
1588,หน้าส้นตีน ทำตัวน่าสมเพช นะมึง,offensive
1589,การทำงานวันจันทร์ ขอบคุณสำหรับข้อมูล,neutral
1590,พวกหน้าโง่ ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
1591,เทคโนโลยี AI รบกวนสอบถามหน่อยค่ะ,neutral
1592,พวกไร้การศึกษา ต้องถูกกำจัด ไปตายซะให้หมด,hate
1593,มึงมันโง่ วันๆ ดีแต่ปาก !!!,offensive
1594,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
1595,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
1596,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
1597,ไอ้สัด ขับรถหมาไม่รับทาน นะมึง,offensive
1598,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1599,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
1600,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
1601,ไอ้สารเลว สันดานเสีย จริงๆ,offensive
1602,คนเห็นต่าง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1603,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
1604,พวกหน้าโง่ ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1605,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
1606,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
1607,พวกต่างด้าว ไม่มีความเป็นคน ในประเทศเรา,hate
1608,คนเห็นต่าง ไม่มีความเป็นคน ในสังคมไทย,hate
1609,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
1610,อย่ามาเสือก สันดานเสีย !!!,offensive
1611,อย่ามาเสือก วันๆ ดีแต่ปาก นะมึง,offensive
1612,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
1613,อากาศตอนเช้า มีความสุขมากๆ นะ,neutral
1614,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
1615,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
1616,อากาศตอนเช้า รบกวนสอบถามหน่อยค่ะ,neutral
1617,อย่ามาเสือก แต่งตัวอุบาทว์ !!!,offensive
1618,พวกไร้การศึกษา ตัวถ่วงความเจริญ ในสังคมไทย,hate
1619,พวกเพศทางเลือก ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
1620,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ในสังคมไทย,hate
1621,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
1622,หนังเรื่องนี้ ขอบคุณสำหรับข้อมูล,neutral
1623,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ในสังคมไทย,hate
1624,เทคโนโลยี AI รบกวนสอบถามหน่อยค่ะ,neutral
1625,การทำงานวันจันทร์ รบกวนสอบถามหน่อยค่ะ,neutral
1626,พวกเพศทางเลือก ไม่มีความเป็นคน ในสังคมไทย,hate
1627,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
1628,กระจอก แต่งตัวอุบาทว์ จริงๆ,offensive
1629,พวกเพศทางเลือก มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
1630,คนเห็นต่าง มันคือเชื้อชั่ว ในประเทศเรา,hate
1631,พวกต่างด้าว ต้องถูกกำจัด ในประเทศเรา,hate
1632,พวกเพศทางเลือก ตัวถ่วงความเจริญ ในประเทศเรา,hate
1633,พวกหน้าโง่ มันคือเชื้อชั่ว ในประเทศเรา,hate
1634,หนังเรื่องนี้ น่าสนใจจริงๆ,neutral
1635,ไปไกลๆ ตีน สันดานเสีย ว่ะ,offensive
1636,พวกหน้าโง่ มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
1637,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
1638,พวกเพศทางเลือก ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1639,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
1640,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
1641,อีปลวก แต่งตัวอุบาทว์ !!!,offensive
1642,วันนี้ไปกินข้าว สู้ๆ นะครับทุกคน,neutral
1643,พวกหน้าโง่ ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1644,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
1645,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
1646,กลุ่มการเมือง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1647,โคตรห่วยแตก สันดานเสีย จริงๆ,offensive
1648,ปลูกต้นไม้ มีความสุขมากๆ นะ,neutral
1649,กลุ่มการเมือง ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
1650,พวกไร้การศึกษา มันคือเชื้อชั่ว ในประเทศเรา,hate
1651,น่ารำคาญฉิบหาย สันดานเสีย จริงๆ,offensive
1652,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
1653,หน้าส้นตีน แต่งตัวอุบาทว์ ว่ะ,offensive
1654,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
1655,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน นะมึง,offensive
1656,หน้าส้นตีน วันๆ ดีแต่ปาก นะมึง,offensive
1657,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน จริงๆ,offensive
1658,ไอ้พวกขยะสังคม ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
1659,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
1660,ไอ้สัด แต่งตัวอุบาทว์ ว่ะ,offensive
1661,พวกเพศทางเลือก ไล่ออกไปให้หมด ไปตายซะให้หมด,hate
1662,พวกต่างด้าว มันคือเชื้อชั่ว ในสังคมไทย,hate
1663,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
1664,อีปลวก ขับรถหมาไม่รับทาน !!!,offensive
1665,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
1666,กระจอก ขับรถหมาไม่รับทาน ว่ะ,offensive
1667,หน้าส้นตีน แต่งตัวอุบาทว์ ว่ะ,offensive
1668,วันนี้ไปกินข้าว รบกวนสอบถามหน่อยค่ะ,neutral
1669,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
1670,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
1671,หน้าส้นตีน ทำตัวน่าสมเพช จริงๆ,offensive
1672,อีปลวก ขับรถหมาไม่รับทาน นะมึง,offensive
1673,อีปลวก วันๆ ดีแต่ปาก ว่ะ,offensive
1674,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
1675,พวกไร้การศึกษา มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1676,โคตรห่วยแตก ขับรถหมาไม่รับทาน ว่ะ,offensive
1677,หน้าด้าน วันๆ ดีแต่ปาก !!!,offensive
1678,ออกกำลังกาย ดีมากเลยครับ,neutral
1679,หน้าด้าน วันๆ ดีแต่ปาก ว่ะ,offensive
1680,หน้าส้นตีน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
1681,น่ารำคาญฉิบหาย ทำตัวน่าสมเพช !!!,offensive
1682,พวกต่างด้าว ไม่มีความเป็นคน ในประเทศเรา,hate
1683,พวกหน้าโง่ มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1684,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน !!!,offensive
1685,คนเห็นต่าง ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
1686,คนเห็นต่าง ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
1687,กระจอก วันๆ ดีแต่ปาก ว่ะ,offensive
1688,คนเห็นต่าง ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1689,พวกไร้การศึกษา ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
1690,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
1691,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
1692,โคตรห่วยแตก สันดานเสีย นะมึง,offensive
1693,หน้าด้าน สันดานเสีย ว่ะ,offensive
1694,ไอ้สารเลว สันดานเสีย !!!,offensive
1695,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
1696,ไอ้สัด ทำตัวน่าสมเพช !!!,offensive
1697,กลุ่มการเมือง ไม่มีความเป็นคน ในประเทศเรา,hate
1698,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
1699,ปัญญาอ่อน ทำตัวน่าสมเพช นะมึง,offensive
1700,ไปไกลๆ ตีน ทำตัวน่าสมเพช ว่ะ,offensive
1701,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
1702,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
1703,พวกเพศทางเลือก ไล่ออกไปให้หมด อย่าให้มีที่ยืน,hate
1704,กระจอก สันดานเสีย ว่ะ,offensive
1705,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
1706,อย่ามาเสือก ทำตัวน่าสมเพช นะมึง,offensive
1707,ไอ้พวกขยะสังคม ไล่ออกไปให้หมด ในประเทศเรา,hate
1708,มึงมันโง่ ทำตัวน่าสมเพช จริงๆ,offensive
1709,คนเห็นต่าง ต้องถูกกำจัด ในสังคมไทย,hate
1710,การเรียนรู้ภาษาไทย น่าสนใจจริงๆ,neutral
1711,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
1712,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
1713,พวกหน้าโง่ ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
1714,อีปลวก ทำตัวน่าสมเพช !!!,offensive
1715,ไปไกลๆ ตีน ขับรถหมาไม่รับทาน นะมึง,offensive
1716,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
1717,หน้าด้าน ขับรถหมาไม่รับทาน นะมึง,offensive
1718,ไอ้พวกขยะสังคม ไม่มีความเป็นคน ในสังคมไทย,hate
1719,ไอ้สารเลว วันๆ ดีแต่ปาก !!!,offensive
1720,พวกต่างด้าว ไม่มีความเป็นคน ในประเทศเรา,hate
1721,มึงมันโง่ วันๆ ดีแต่ปาก ว่ะ,offensive
1722,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1723,กลุ่มการเมือง ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
1724,ไอ้สัด ขับรถหมาไม่รับทาน ว่ะ,offensive
1725,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ไปตายซะให้หมด,hate
1726,เทคโนโลยี AI รบกวนสอบถามหน่อยค่ะ,neutral
1727,พวกไร้การศึกษา ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
1728,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
1729,โคตรห่วยแตก แต่งตัวอุบาทว์ นะมึง,offensive
1730,ไอ้พวกขยะสังคม ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
1731,คนเห็นต่าง ต้องถูกกำจัด ในสังคมไทย,hate
1732,พวกต่างด้าว มันคือเชื้อชั่ว บนโลกใบนี้,hate
1733,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
1734,น่ารำคาญฉิบหาย สันดานเสีย นะมึง,offensive
1735,พวกหน้าโง่ ต้องถูกกำจัด ในประเทศเรา,hate
1736,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ในประเทศเรา,hate
1737,อีปลวก ทำตัวน่าสมเพช !!!,offensive
1738,พวกหน้าโง่ ต้องถูกกำจัด ในสังคมไทย,hate
1739,พวกไร้การศึกษา ต้องถูกกำจัด ไปตายซะให้หมด,hate
1740,ปัญญาอ่อน พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
1741,พวกเพศทางเลือก ไม่มีความเป็นคน ไปตายซะให้หมด,hate
1742,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
1743,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
1744,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
1745,ไอ้พวกขยะสังคม ต้องถูกกำจัด อย่าให้มีที่ยืน,hate
1746,ออกกำลังกาย น่าสนใจจริงๆ,neutral
1747,กลุ่มการเมือง ไม่มีความเป็นคน ในประเทศเรา,hate
1748,อย่ามาเสือก สันดานเสีย !!!,offensive
1749,พวกไร้การศึกษา ไม่มีความเป็นคน ในสังคมไทย,hate
1750,พวกไร้การศึกษา ไล่ออกไปให้หมด บนโลกใบนี้,hate
1751,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
1752,เทคโนโลยี AI สู้ๆ นะครับทุกคน,neutral
1753,น่ารำคาญฉิบหาย แต่งตัวอุบาทว์ จริงๆ,offensive
1754,หนังเรื่องนี้ ดีมากเลยครับ,neutral
1755,ไอ้พวกขยะสังคม ไล่ออกไปให้หมด ในสังคมไทย,hate
1756,ไปไกลๆ ตีน แต่งตัวอุบาทว์ ว่ะ,offensive
1757,พวกต่างด้าว มันคือเชื้อชั่ว ในประเทศเรา,hate
1758,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
1759,คนเห็นต่าง ไล่ออกไปให้หมด ในสังคมไทย,hate
1760,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
1761,กลุ่มการเมือง ไม่มีความเป็นคน ในประเทศเรา,hate
1762,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
1763,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
1764,ออกกำลังกาย ดีมากเลยครับ,neutral
1765,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1766,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
1767,ไอ้พวกขยะสังคม ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
1768,พวกหน้าโง่ ไล่ออกไปให้หมด ในประเทศเรา,hate
1769,หนังเรื่องนี้ รบกวนสอบถามหน่อยค่ะ,neutral
1770,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
1771,กลุ่มการเมือง ตัวถ่วงความเจริญ ในสังคมไทย,hate
1772,พวกไร้การศึกษา ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1773,หนังเรื่องนี้ มีความสุขมากๆ นะ,neutral
1774,คนเห็นต่าง ตัวถ่วงความเจริญ ในสังคมไทย,hate
1775,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
1776,ออกกำลังกาย มีความสุขมากๆ นะ,neutral
1777,หน้าด้าน พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
1778,คนเห็นต่าง ตัวถ่วงความเจริญ ในสังคมไทย,hate
1779,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
1780,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
1781,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
1782,พวกหน้าโง่ ตัวถ่วงความเจริญ ในสังคมไทย,hate
1783,หน้าด้าน วันๆ ดีแต่ปาก ว่ะ,offensive
1784,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
1785,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
1786,ไอ้พวกขยะสังคม ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
1787,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
1788,การเรียนรู้ภาษาไทย มีความสุขมากๆ นะ,neutral
1789,ไอ้พวกขยะสังคม ไล่ออกไปให้หมด ในประเทศเรา,hate
1790,เทคโนโลยี AI ดีมากเลยครับ,neutral
1791,อย่ามาเสือก วันๆ ดีแต่ปาก ว่ะ,offensive
1792,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
1793,ไอ้พวกขยะสังคม ต้องถูกกำจัด ในประเทศเรา,hate
1794,วันนี้ไปกินข้าว ขอบคุณสำหรับข้อมูล,neutral
1795,พวกหน้าโง่ ไล่ออกไปให้หมด ในสังคมไทย,hate
1796,อย่ามาเสือก แต่งตัวอุบาทว์ นะมึง,offensive
1797,ไอ้สัด ทำตัวน่าสมเพช !!!,offensive
1798,พวกเพศทางเลือก มันคือเชื้อชั่ว ในประเทศเรา,hate
1799,ออกกำลังกาย ขอบคุณสำหรับข้อมูล,neutral
1800,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ในสังคมไทย,hate
1801,โคตรห่วยแตก ทำตัวน่าสมเพช จริงๆ,offensive
1802,คนเห็นต่าง มันคือเชื้อชั่ว ในสังคมไทย,hate
1803,โคตรห่วยแตก พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
1804,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
1805,โคตรห่วยแตก สันดานเสีย ว่ะ,offensive
1806,ไอ้สัด ขับรถหมาไม่รับทาน ว่ะ,offensive
1807,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
1808,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
1809,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
1810,มึงมันโง่ พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
1811,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
1812,พวกเพศทางเลือก ไม่ควรมีสิทธิในประเทศนี้ ในประเทศเรา,hate
1813,หน้าด้าน ทำตัวน่าสมเพช ว่ะ,offensive
1814,มึงมันโง่ ทำตัวน่าสมเพช ว่ะ,offensive
1815,ปลูกต้นไม้ รบกวนสอบถามหน่อยค่ะ,neutral
1816,ไอ้สารเลว วันๆ ดีแต่ปาก นะมึง,offensive
1817,กระจอก วันๆ ดีแต่ปาก !!!,offensive
1818,การทำงานวันจันทร์ มีความสุขมากๆ นะ,neutral
1819,พวกหน้าโง่ ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
1820,น่ารำคาญฉิบหาย แต่งตัวอุบาทว์ ว่ะ,offensive
1821,พวกหน้าโง่ ไม่มีความเป็นคน บนโลกใบนี้,hate
1822,พวกหน้าโง่ ไม่ควรมีสิทธิในประเทศนี้ ไปตายซะให้หมด,hate
1823,คนเห็นต่าง ตัวถ่วงความเจริญ ในสังคมไทย,hate
1824,กลุ่มการเมือง ต้องถูกกำจัด ไปตายซะให้หมด,hate
1825,การเรียนรู้ภาษาไทย ดีมากเลยครับ,neutral
1826,ไอ้สัด แต่งตัวอุบาทว์ จริงๆ,offensive
1827,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
1828,ไอ้พวกขยะสังคม ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
1829,น่ารำคาญฉิบหาย พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
1830,พวกไร้การศึกษา มันคือเชื้อชั่ว ในสังคมไทย,hate
1831,ไอ้สัด ขับรถหมาไม่รับทาน ว่ะ,offensive
1832,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
1833,อากาศตอนเช้า ขอบคุณสำหรับข้อมูล,neutral
1834,ออกกำลังกาย สู้ๆ นะครับทุกคน,neutral
1835,พวกไร้การศึกษา ตัวถ่วงความเจริญ บนโลกใบนี้,hate
1836,ออกกำลังกาย น่าสนใจจริงๆ,neutral
1837,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
1838,หนังเรื่องนี้ มีความสุขมากๆ นะ,neutral
1839,ไปไกลๆ ตีน ทำตัวน่าสมเพช นะมึง,offensive
1840,ไอ้สัด แต่งตัวอุบาทว์ !!!,offensive
1841,พวกต่างด้าว ไม่ควรมีสิทธิในประเทศนี้ ในสังคมไทย,hate
1842,วันนี้ไปกินข้าว ดีมากเลยครับ,neutral
1843,กลุ่มการเมือง ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
1844,การทำงานวันจันทร์ สู้ๆ นะครับทุกคน,neutral
1845,น่ารำคาญฉิบหาย วันๆ ดีแต่ปาก จริงๆ,offensive
1846,อย่ามาเสือก วันๆ ดีแต่ปาก จริงๆ,offensive
